"start";"end";"I1_min";"I1_max";"I2_min";"I2_max";"I3_min";"I3_max";"U12_min";"U12_max";"U23_min";"U23_max";"U31_min";"U31_max"
"08.07.2018 03:18:14.998383";"08.07.2018 03:18:14.998583";23,69985;31,31675;29,45155;35,16205;-59,31626;-56,99697;-6635,207;-2716,995;42328,66;44026,36;-39611,65;-37391,15
"08.07.2018 03:18:14.998583";"08.07.2018 03:18:14.998784";20,0669;23,69985;35,16205;38,23951;-56,99697;-56,20418;-8726,176;-6635,207;44026,36;44740,15;-37391,15;-36013,98
"08.07.2018 03:18:14.998784";"08.07.2018 03:18:14.998984";16,94771;20,0669;38,23951;41,23954;-56,20418;-55,86282;-11039,84;-8726,176;44740,15;45454,04;-36013,98;-34414,18
"08.07.2018 03:18:14.998984";"08.07.2018 03:18:14.999184";12,29151;16,94771;41,23954;46,6801;-56,34757;-55,86282;-16312;-11039,84;45454,04;46808,04;-34414,18;-30496,04
"08.07.2018 03:18:14.999184";"08.07.2018 03:18:14.999385";10,26873;12,29151;46,6801;49,11984;-56,72395;-56,34757;-18860,34;-16312;46808,04;47292,31;-30496,04;-28431,98
"08.07.2018 03:18:14.999385";"08.07.2018 03:18:14.999585";7,960618;10,26873;49,11984;51,42398;-56,76384;-56,72395;-21406,39;-18860,34;47292,31;47650,36;-28431,98;-26243,97
"08.07.2018 03:18:14.999585";"08.07.2018 03:18:14.999786";5,067023;7,960618;51,42398;53,61873;-56,76384;-56,19075;-23546,53;-21406,39;47650,36;47737,36;-26243,97;-24190,84
"08.07.2018 03:18:14.999786";"08.07.2018 03:18:14.999986";-2,717514;5,067023;53,61873;57,62631;-56,19075;-52,85686;-27201,17;-23546,53;47435,58;47737,36;-24190,84;-20234,42
"08.07.2018 03:18:14.999986";"08.07.2018 03:18:15.000187";-7,203081;-2,717514;57,62631;59,36271;-52,85686;-50,38074;-28593,69;-27201,17;47200,74;47435,58;-20234,42;-18607,04
"08.07.2018 03:18:15.000187";"08.07.2018 03:18:15.000387";-11,59401;-7,203081;59,36271;60,87836;-50,38074;-47,77674;-29953,7;-28593,69;46840,75;47200,74;-18607,04;-16887,06
"08.07.2018 03:18:15.000387";"08.07.2018 03:18:15.000587";-18,77399;-11,59401;60,87836;63,25032;-47,77674;-43,39877;-33079,76;-29953,7;45894,57;46840,75;-16887,06;-12814,82
"08.07.2018 03:18:15.000587";"08.07.2018 03:18:15.000788";-21,29515;-18,77399;63,25032;64,13467;-43,39877;-41,87799;-34876,74;-33079,76;45178,74;45894,57;-12814,82;-10301,99
"08.07.2018 03:18:15.000788";"08.07.2018 03:18:15.000988";-23,23378;-21,29515;64,13467;64,81367;-41,87799;-40,65187;-36555,12;-34876,74;44298,88;45178,74;-10301,99;-7743,767
"08.07.2018 03:18:15.000988";"08.07.2018 03:18:15.001189";-24,85055;-23,23378;64,81367;65,24712;-40,65187;-39,41821;-38246,14;-36555,12;43448,85;44298,88;-7743,767;-5202,711
"08.07.2018 03:18:15.001189";"08.07.2018 03:18:15.001389";-28,19778;-24,85055;65,14879;65,37501;-39,41821;-35,66026;-40892,84;-38246,14;41295,14;43448,85;-5202,711;-402,3012
"08.07.2018 03:18:15.001389";"08.07.2018 03:18:15.001590";-30,2573;-28,19778;64,57018;65,14879;-35,66026;-32,79885;-42006,76;-40892,84;40230,08;41295,14;-402,3012;1776,677
"08.07.2018 03:18:15.001590";"08.07.2018 03:18:15.001790";-32,59349;-30,2573;63,71926;64,57018;-32,79885;-29,37777;-42936,36;-42006,76;39134,74;40230,08;1776,677;3801,623
"08.07.2018 03:18:15.001790";"08.07.2018 03:18:15.001990";-37,65734;-32,59349;61,87869;63,71926;-29,37777;-22,0811;-44369,88;-42936,36;36715,23;39134,74;3801,623;7654,652
"08.07.2018 03:18:15.001990";"08.07.2018 03:18:15.002191";-40,14912;-37,65734;61,27438;61,87869;-22,0811;-18,8727;-45102,32;-44369,88;35215,16;36715,23;7654,652;9887,159
"08.07.2018 03:18:15.002191";"08.07.2018 03:18:15.002391";-42,53118;-40,14912;61,03526;61,27438;-18,8727;-16,21558;-45855,77;-45102,32;33599,91;35215,16;9887,159;12255,86
"08.07.2018 03:18:15.002391";"08.07.2018 03:18:15.002592";-44,81145;-42,53118;61,03526;61,11459;-16,21558;-14,06039;-46478,07;-45855,77;31528,5;33599,91;12255,86;14949,56
"08.07.2018 03:18:15.002592";"08.07.2018 03:18:15.002792";-49,2097;-44,81145;61,11459;61,34633;-14,06039;-10,20862;-47545,8;-46478,07;27521,85;31528,5;14949,56;20023,96
"08.07.2018 03:18:15.002792";"08.07.2018 03:18:15.002992";-51,35698;-49,2097;60,88594;61,34633;-10,20862;-7,840423;-47697,79;-47545,8;25257,88;27521,85;20023,96;22439,92
"08.07.2018 03:18:15.002992";"08.07.2018 03:18:15.003193";-53,42861;-51,35698;59,70814;60,88594;-7,840423;-4,856829;-47707,36;-47697,79;23276,43;25257,88;22439,92;24430,93
"08.07.2018 03:18:15.003193";"08.07.2018 03:18:15.003393";-55,36111;-53,42861;57,75327;59,70814;-4,856829;-1,23761;-47707,36;-47575,01;21279,46;23276,43;24430,93;26295,56
"08.07.2018 03:18:15.003393";"08.07.2018 03:18:15.003594";-58,60113;-55,36111;52,23721;57,75327;-1,23761;7,062736;-47575,01;-46958,05;17888,97;21279,46;26295,56;29069,08
"08.07.2018 03:18:15.003594";"08.07.2018 03:18:15.003794";-59,88208;-58,60113;49,3563;52,23721;7,062736;11,06918;-46958,05;-46498,86;15845,24;17888,97;29069,08;30653,63
"08.07.2018 03:18:15.003794";"08.07.2018 03:18:15.003995";-60,96337;-59,88208;46,84354;49,3563;11,06918;14,5664;-46498,86;-46043,76;13844,73;15845,24;30653,63;32199,03
"08.07.2018 03:18:15.003995";"08.07.2018 03:18:15.004195";-91,5648;-60,96337;-6,076691;46,84354;14,5664;82,44975;-46043,76;-39175,31;6007,114;13844,73;32199,03;33923,17
"08.07.2018 03:18:15.004195";"08.07.2018 03:18:15.004395";-91,5648;-76,8393;-6,076691;30,29671;12,66753;82,44975;-42440,56;-39175,31;5809,725;6007,114;33168,2;36630,84
"08.07.2018 03:18:15.004395";"08.07.2018 03:18:15.004596";-76,8393;-66,03781;30,29671;48,73172;12,66753;13,27308;-43164,72;-42440,56;3941,81;5809,725;36630,84;39222,9
"08.07.2018 03:18:15.004596";"08.07.2018 03:18:15.004796";-66,03781;-59,58007;47,22665;48,73172;13,27308;32,51413;-43164,72;-42556,57;1838,089;3941,81;39222,9;40718,49
"08.07.2018 03:18:15.004796";"08.07.2018 03:18:15.004997";-59,58007;-56,74197;28,75373;47,22665;23,14238;32,51413;-42556,57;-38953,98;-3503,697;1838,089;40718,49;42457,68
"08.07.2018 03:18:15.004997";"08.07.2018 03:18:15.005197";-57,63182;-56,74197;26,41643;28,75373;23,14238;32,32764;-38953,98;-38454,79;-4955,507;-3503,697;42457,68;43410,29
"08.07.2018 03:18:15.005197";"08.07.2018 03:18:15.005398";-58,38687;-57,63182;25,3985;26,41643;32,32764;37,77497;-38454,79;-37129,67;-7105,664;-4955,507;43410,29;44235,33
"08.07.2018 03:18:15.005398";"08.07.2018 03:18:15.005598";-58,42013;-57,77526;17,43372;25,3985;34,84482;37,77497;-37129,67;-34047,9;-11542;-7105,664;44235,33;45589,9
"08.07.2018 03:18:15.005598";"08.07.2018 03:18:15.005798";-57,77526;-56,90018;14,31786;17,43372;37,44894;43,54639;-34047,9;-31468,62;-14689,56;-11542;45589,9;46158,17
"08.07.2018 03:18:15.005798";"08.07.2018 03:18:15.005999";-56,90018;-56,28799;13,05763;14,31786;43,54639;43,72835;-31468,62;-29878,16;-16901,1;-14689,56;46158,17;46779,26
"08.07.2018 03:18:15.005999";"08.07.2018 03:18:15.006199";-56,28799;-56,15639;11,6375;13,05763;43,30742;43,72835;-29878,16;-27861,72;-19234,81;-16901,1;46779,26;47096,53
"08.07.2018 03:18:15.006199";"08.07.2018 03:18:15.006400";-56,30824;-56,15639;5,72098;11,6375;43,30742;51,18953;-27861,72;-24043,05;-23794,93;-19234,81;47096,53;47837,97
"08.07.2018 03:18:15.006400";"08.07.2018 03:18:15.006600";-56,22417;-55,33032;3,330023;5,72098;51,14368;51,18953;-24043,05;-21597,6;-26140,17;-23794,93;47737,77;47837,97
"08.07.2018 03:18:15.006600";"08.07.2018 03:18:15.006801";-55,33032;-53,30458;0,9256291;3,330023;51,14368;52,05533;-21597,6;-19687,7;-27876,61;-26140,17;47564,3;47737,77
"08.07.2018 03:18:15.006801";"08.07.2018 03:18:15.007001";-53,30458;-46,7782;-9,571591;0,9256291;52,05533;57,05273;-19687,7;-15873,24;-30702,96;-27876,61;46576,2;47564,3
"08.07.2018 03:18:15.007001";"08.07.2018 03:18:15.007201";-46,7782;-43,58509;-15,80715;-9,571591;57,05273;59,31633;-15873,24;-14393,93;-32019,46;-30702,96;46413,39;46576,2
"08.07.2018 03:18:15.007201";"08.07.2018 03:18:15.007402";-43,58509;-41,3153;-19,43429;-15,80715;59,31633;60,97573;-14393,93;-12045,77;-33767,3;-32019,46;45813,07;46413,39
"08.07.2018 03:18:15.007402";"08.07.2018 03:18:15.007602";-41,3153;-40,1692;-19,96147;-19,43429;60,97573;61,18531;-12045,77;-9205,183;-35836,35;-33767,3;45041,53;45813,07
"08.07.2018 03:18:15.007602";"08.07.2018 03:18:15.007803";-40,1692;-39,4687;-20,31963;-19,3964;60,85298;61,18531;-9205,183;-3865,627;-38733,04;-35836,35;42598,67;45041,53
"08.07.2018 03:18:15.007803";"08.07.2018 03:18:15.008003";-39,4687;-38,28813;-23,55208;-20,31963;60,37502;60,85298;-3865,627;-1507,722;-40226,94;-38733,04;41734,66;42598,67
"08.07.2018 03:18:15.008003";"08.07.2018 03:18:15.008204";-38,28813;-35,66316;-27,55214;-23,55208;60,31971;60,37502;-1507,722;538,8444;-41179,45;-40226,94;40640,6;41734,66
"08.07.2018 03:18:15.008204";"08.07.2018 03:18:15.008404";-35,66316;-26,40503;-30,5389;-27,55214;57,40718;60,31971;538,8444;4732,498;-43359,79;-41179,45;38627,29;40640,6
"08.07.2018 03:18:15.008404";"08.07.2018 03:18:15.008604";-26,40503;-21,20321;-30,84083;-30,5389;56,01317;57,40718;4732,498;6578,003;-43967,42;-43359,79;37389,41;38627,29
"08.07.2018 03:18:15.008604";"08.07.2018 03:18:15.008805";-21,20321;-16,85296;-33,39155;-30,84083;56,01317;56,85903;6578,003;8697,787;-44973,6;-43967,42;36275,8;37389,41
"08.07.2018 03:18:15.008805";"08.07.2018 03:18:15.009005";-16,85296;-13,91668;-38,3836;-33,39155;55,89359;56,85903;8697,787;10874,63;-45552,91;-44973,6;34678,29;36275,8
"08.07.2018 03:18:15.009005";"08.07.2018 03:18:15.009206";-13,91668;-11,46286;-45,29903;-38,3836;53,44912;55,89359;10874,63;16556,19;-46668,5;-45552,91;30112,31;34678,29
"08.07.2018 03:18:15.009206";"08.07.2018 03:18:15.009406";-11,46286;-10,23422;-45,29903;-44,51281;54,82839;57,26664;16556,19;18963,71;-46668,5;-46231,21;27267,5;30112,31
"08.07.2018 03:18:15.009406";"08.07.2018 03:18:15.009606";-10,23422;-7,629136;-44,51281;-43,44748;53,79733;57,26664;18963,71;21496,73;-46231,21;-46014,68;24517,94;27267,5
"08.07.2018 03:18:15.009606";"08.07.2018 03:18:15.009807";-7,629136;3,629771;-45,56207;-43,44748;42,02496;53,79733;21496,73;25522,67;-46014,68;-44459,49;18936,82;24517,94
"08.07.2018 03:18:15.009807";"08.07.2018 03:18:15.010007";3,629771;11,72552;-45,56207;-45,43465;34,22837;42,02496;25522,67;27419,42;-44459,49;-43892,51;16473,1;18936,82
"08.07.2018 03:18:15.010007";"08.07.2018 03:18:15.010208";11,72552;20,33926;-45,43465;-42,63559;22,56341;34,22837;27419,42;28790,43;-43892,51;-42747,59;13957,16;16473,1
"08.07.2018 03:18:15.010208";"08.07.2018 03:18:15.010408";20,33926;28,53219;-42,63559;-38,49694;12,88367;22,56341;28790,43;30162,01;-42747,59;-41389,01;11227;13957,16
"08.07.2018 03:18:15.010408";"08.07.2018 03:18:15.010609";28,53219;41,62549;-38,49694;-31,76719;-7,719579;12,88367;30162,01;34275,02;-41389,01;-39496,39;5221,36;11227
"08.07.2018 03:18:15.010609";"08.07.2018 03:18:15.010809";41,62549;46,63776;-31,76719;-28,10999;-18,67258;-7,719579;34275,02;36263,86;-39496,39;-38695,16;2431,305;5221,36
"08.07.2018 03:18:15.010809";"08.07.2018 03:18:15.011009";46,63776;51,17251;-28,10999;-23,00207;-25,73867;-18,67258;36263,86;37916,34;-38695,16;-37943,69;27,34221;2431,305
"08.07.2018 03:18:15.011009";"08.07.2018 03:18:15.011210";51,17251;59,90181;-23,00207;-10,18434;-50,48497;-25,73867;37916,34;39184,89;-37943,69;-35443,78;-3741,113;27,34221
"08.07.2018 03:18:15.011210";"08.07.2018 03:18:15.011410";59,90181;63,74714;-10,18434;-3,439545;-60,06707;-50,48497;39053,07;39184,89;-35443,78;-33945,22;-5107,837;-3741,113
"08.07.2018 03:18:15.011410";"08.07.2018 03:18:15.011611";63,74714;66,46111;-3,439545;3,568036;-66,33891;-60,06707;38344,66;39053,07;-33945,22;-32089;-6255,658;-5107,837
"08.07.2018 03:18:15.011611";"08.07.2018 03:18:15.011811";66,46111;67,34106;3,568036;11,00255;-76,06689;-66,33891;38243,12;38344,66;-32089;-31001,49;-7241,623;-6255,658
"08.07.2018 03:18:15.011811";"08.07.2018 03:18:15.012012";62,098;67,34106;11,00255;29,36162;-88,01998;-76,06689;36721,43;38243,12;-31001,49;-26673,03;-10048,4;-7241,623
"08.07.2018 03:18:15.012012";"08.07.2018 03:18:15.012212";56,27264;62,098;29,36162;41,38277;-93,82769;-88,01998;36298,06;36721,43;-26673,03;-24840,55;-11457,52;-10048,4
"08.07.2018 03:18:15.012212";"08.07.2018 03:18:15.012412";49,10835;56,27264;41,38277;54,282;-103,0825;-93,82769;34840,28;36298,06;-24840,55;-21993,17;-12847,11;-11457,52
"08.07.2018 03:18:15.012412";"08.07.2018 03:18:15.012613";41,36201;49,10835;54,282;66,48183;-107,73;-103,0825;34119,74;34840,28;-21993,17;-20122,94;-13996,81;-12847,11
"08.07.2018 03:18:15.012613";"08.07.2018 03:18:15.012813";26,26215;41,36201;66,48183;90,18797;-118,6678;-107,73;33370,47;34119,74;-20122,94;-15805,9;-17564,57;-13996,81
"08.07.2018 03:18:15.012813";"08.07.2018 03:18:15.013014";19,21117;26,26215;90,18797;104,588;-125,8622;-118,6678;33370,47;34192,4;-15805,9;-14675,29;-19517,11;-17564,57
"08.07.2018 03:18:15.013014";"08.07.2018 03:18:15.013214";12,24975;19,21117;104,588;119,8086;-127,1479;-125,8622;34066,45;34192,4;-14675,29;-12471,7;-21594,75;-19517,11
"08.07.2018 03:18:15.013214";"08.07.2018 03:18:15.013415";-2,606724;12,24975;119,8086;144,081;-138,7777;-127,1479;33983,01;34066,45;-12471,7;-9210,649;-24837,87;-21594,75
"08.07.2018 03:18:15.013415";"08.07.2018 03:18:15.013615";-10,84824;-2,606724;144,081;154,2429;-142,1762;-138,7777;32877,23;34048,51;-9210,649;-6686,994;-26190,23;-24837,87
"08.07.2018 03:18:15.013615";"08.07.2018 03:18:15.013815";-19,60472;-10,84824;154,2429;165,7884;-143,0152;-142,1762;32537,65;32877,23;-6686,994;-5491,906;-27045,75;-26190,23
"08.07.2018 03:18:15.013815";"08.07.2018 03:18:15.014016";-28,71902;-19,60472;165,7884;178,1948;-148,0843;-143,0152;32167,91;32537,65;-5491,906;-4155,473;-28012,44;-27045,75
"08.07.2018 03:18:15.014016";"08.07.2018 03:18:15.014216";-47,37064;-28,71902;178,1948;197,7689;-151,3711;-148,0843;31508,85;32167,91;-4155,473;-2030,279;-29819,28;-28012,44
"08.07.2018 03:18:15.014216";"08.07.2018 03:18:15.014417";-56,71783;-47,37064;197,7689;205,4196;-148,4648;-147,5529;31221,09;31849,56;-2030,279;-462,0164;-30759,08;-29819,28
"08.07.2018 03:18:15.014417";"08.07.2018 03:18:15.014617";-66,047;-56,71783;205,4196;213,6126;-149,5996;-147,5529;30521,54;31221,09;-462,0164;762,0862;-31283,61;-30759,08
"08.07.2018 03:18:15.014617";"08.07.2018 03:18:15.014818";-84,65957;-66,047;213,6126;228,0043;-149,5996;-141,055;28320,02;30521,54;762,0862;3881,589;-32201,6;-31283,61
"08.07.2018 03:18:15.014818";"08.07.2018 03:18:15.015018";-93,91804;-84,65957;228,0043;232,6193;-141,055;-140,6177;27629,43;28320,02;3881,589;4880,149;-32509,58;-32201,6
"08.07.2018 03:18:15.015018";"08.07.2018 03:18:15.015218";-103,1161;-93,91804;232,6193;237,4979;-140,6177;-138,0534;26675,01;27629,43;4880,149;6385,747;-33060,76;-32509,58
"08.07.2018 03:18:15.015218";"08.07.2018 03:18:15.015419";-112,2426;-103,1161;237,4979;243,6412;-138,0534;-128,997;25389,05;26675,01;6385,747;8172,094;-33561,14;-33060,76
"08.07.2018 03:18:15.015419";"08.07.2018 03:18:15.015619";-130,2481;-112,2426;243,6412;251,9717;-128,997;-120,0966;24341,85;25389,05;8172,094;10536,22;-34878,07;-33561,14
"08.07.2018 03:18:15.015619";"08.07.2018 03:18:15.015820";-139,0373;-130,2481;251,7619;251,9717;-120,0966;-112,5102;23606,13;24341,85;10536,22;11836,76;-35442,88;-34878,07
"08.07.2018 03:18:15.015820";"08.07.2018 03:18:15.016020";-147,5247;-139,0373;251,3432;251,7619;-112,5102;-102,8434;22961,69;23606,13;11836,76;12803;-35764,69;-35442,88
"08.07.2018 03:18:15.016020";"08.07.2018 03:18:15.016220";-162,8597;-147,5247;251,3432;254,3387;-102,8434;-93,40264;20322,39;22961,69;12803;15540,73;-35963,82;-35764,69
"08.07.2018 03:18:15.016220";"08.07.2018 03:18:15.016421";-169,4338;-162,8597;253,7656;254,3387;-93,40264;-82,00449;19112,84;20322,39;15540,73;16941,63;-36054,46;-35863,13
"08.07.2018 03:18:15.016421";"08.07.2018 03:18:15.016621";-175,296;-169,4338;250,1164;253,7656;-82,00449;-72,47665;17571,63;19112,84;16941,63;18502,61;-36074,23;-36054,46
"08.07.2018 03:18:15.016621";"08.07.2018 03:18:15.016822";-180,6483;-175,296;245,4569;250,1164;-72,47665;-66,69466;16464,37;17571,63;18502,61;19267,11;-36074,23;-35731,48
"08.07.2018 03:18:15.016822";"08.07.2018 03:18:15.017022";-191,0116;-180,6483;241,0133;245,4569;-66,69466;-46,78799;12739,01;16464,37;19267,11;22500,68;-35731,48;-35239,68
"08.07.2018 03:18:15.017022";"08.07.2018 03:18:15.017223";-196,474;-191,0116;240,2049;241,0133;-46,78799;-41,75413;11181,91;12739,01;22500,68;23897,71;-35239,68;-35079,62
"08.07.2018 03:18:15.017223";"08.07.2018 03:18:15.017423";-202,1415;-196,474;238,3873;240,2049;-41,75413;-36,34726;8840,64;11181,91;23897,71;26241,45;-35082,09;-35079,62
"08.07.2018 03:18:15.017423";"08.07.2018 03:18:15.017623";-213,1053;-202,1415;231,241;238,3873;-36,34726;-18,29962;4962,044;8840,64;26241,45;29307,17;-35082,09;-34269,21
"08.07.2018 03:18:15.017623";"08.07.2018 03:18:15.017824";-217,8249;-213,1053;227,154;231,241;-18,29962;-13,64956;2992,268;4962,044;29307,17;30739,77;-34269,21;-33732,04
"08.07.2018 03:18:15.017824";"08.07.2018 03:18:15.018024";-221,8712;-217,8249;223,6897;227,154;-13,64956;-5,325237;1623,489;2992,268;30739,77;31356,39;-33732,04;-32979,89
"08.07.2018 03:18:15.018024";"08.07.2018 03:18:15.018225";-225,4008;-221,8712;221,2005;223,6897;-5,325237;4,277161;-233,0176;1623,489;31356,39;32665,17;-32979,89;-32432,16
"08.07.2018 03:18:15.018225";"08.07.2018 03:18:15.018425";-232,2772;-225,4008;216,4655;221,2005;4,277161;15,45878;-3672,571;-233,0176;32665,17;34094,96;-32432,16;-30422,38
"08.07.2018 03:18:15.018425";"08.07.2018 03:18:15.018626";-236,2023;-232,2772;212,5494;216,4655;15,45878;25,85225;-5676,962;-3672,571;34094,96;35218,93;-30422,38;-29541,95
"08.07.2018 03:18:15.018626";"08.07.2018 03:18:15.018826";-240,4639;-236,2023;208,2152;212,5494;25,85225;34,09641;-7172,009;-5676,962;35218,93;35378,16;-29541,95;-28206,14
"08.07.2018 03:18:15.018826";"08.07.2018 03:18:15.019026";-248,4569;-240,4639;201,4682;208,2152;34,09641;45,27018;-11145,66;-7172,009;35378,16;36631;-28206,14;-25485,33
"08.07.2018 03:18:15.019026";"08.07.2018 03:18:15.019227";-251,2163;-248,4569;197,2165;201,4682;45,27018;53,72355;-12718,9;-11145,66;36631;36635,71;-25485,33;-23916,82
"08.07.2018 03:18:15.019227";"08.07.2018 03:18:15.019427";-252,7816;-251,2163;190,6611;197,2165;53,72355;59,59336;-14554,43;-12718,9;36635,71;37219,07;-23916,82;-22664,63
"08.07.2018 03:18:15.019427";"08.07.2018 03:18:15.019628";-253,2998;-252,7816;182,6106;190,6611;59,59336;65,75386;-16208,63;-14554,43;37128,32;37219,07;-22664,63;-20919,68
"08.07.2018 03:18:15.019628";"08.07.2018 03:18:15.019828";-253,2998;-253,2032;169,0244;182,6106;65,75386;83,37978;-20468,78;-16208,63;37128,32;37764,82;-20919,68;-17296,03
"08.07.2018 03:18:15.019828";"08.07.2018 03:18:15.020029";-253,677;-253,2032;163,6351;169,0244;83,37978;89,77008;-22045,28;-20468,78;37497,93;37764,82;-17296,03;-15452,66
"08.07.2018 03:18:15.020029";"08.07.2018 03:18:15.020229";-254,8047;-253,677;157,3662;163,6351;89,77008;97,51635;-23715,21;-22045,28;37497,93;37689,37;-15452,66;-13974,16
"08.07.2018 03:18:15.020229";"08.07.2018 03:18:15.020429";-257,5798;-254,8047;141,3279;157,3662;97,51635;114,963;-26082,89;-23715,21;36205,71;37689,37;-13974,16;-10122,83
"08.07.2018 03:18:15.020429";"08.07.2018 03:18:15.020630";-257,9265;-257,5798;133,0815;141,3279;114,963;122,037;-27796,57;-26082,89;35919,16;36205,71;-10122,83;-8122,592
"08.07.2018 03:18:15.020630";"08.07.2018 03:18:15.020830";-257,9265;-256,8512;125,0254;133,0815;122,037;128,7867;-28938,59;-27796,57;34897,86;35919,16;-8122,592;-5959,273
"08.07.2018 03:18:15.020830";"08.07.2018 03:18:15.021031";-256,8512;-254,2618;116,5454;125,0254;128,7867;135,7204;-30364,27;-28938,59;34357,82;34897,86;-5959,273;-3993,548
"08.07.2018 03:18:15.021031";"08.07.2018 03:18:15.021231";-254,2618;-246,2201;96,2315;116,5454;135,7204;149,7386;-32334,91;-30364,27;32543,69;34357,82;-3993,548;-208,7774
"08.07.2018 03:18:15.021231";"08.07.2018 03:18:15.021431";-246,2201;-242,0403;84,88827;96,2315;149,7386;155,496;-33663,37;-32334,91;32177,99;32543,69;-208,7774;1485,379
"08.07.2018 03:18:15.021431";"08.07.2018 03:18:15.021632";-242,0403;-238,3271;73,98402;84,88827;155,496;162,854;-34167,38;-33663,37;31228,95;32177,99;1485,379;2938,43
"08.07.2018 03:18:15.021632";"08.07.2018 03:18:15.021832";-238,3271;-235,0027;64,12755;73,98402;162,854;170,8082;-35047,7;-34167,38;30429,39;31228,95;2938,43;4618,308
"08.07.2018 03:18:15.021832";"08.07.2018 03:18:15.022033";-235,0027;-227,4694;45,4892;64,12755;170,8082;180,4277;-35987,59;-35047,7;27531,12;30429,39;4618,308;8456,477
"08.07.2018 03:18:15.022033";"08.07.2018 03:18:15.022233";-227,4694;-222,141;35,58062;45,4892;180,4277;186,0509;-36910,25;-35987,59;26181,89;27531,12;8456,477;10728,36
"08.07.2018 03:18:15.022233";"08.07.2018 03:18:15.022434";-222,141;-215,5362;25,8435;35,58062;186,0509;188,211;-37125,02;-36910,25;24545,52;26181,89;10728,36;12579,5
"08.07.2018 03:18:15.022434";"08.07.2018 03:18:15.022634";-215,5362;-200,442;7,191116;25,8435;188,211;194,2335;-37320,55;-37125,02;21277,66;24545,52;12579,5;16042,89
"08.07.2018 03:18:15.022634";"08.07.2018 03:18:15.022834";-200,442;-193,3806;-3,074225;7,191116;194,2335;200,2022;-37320,55;-36369,82;19045,52;21277,66;16042,89;17324,3
"08.07.2018 03:18:15.022834";"08.07.2018 03:18:15.023035";-193,3806;-187,183;-13,04407;-3,074225;197,3183;200,2022;-36369,82;-36010,53;17210,8;19045,52;17324,3;18799,72
"08.07.2018 03:18:15.023035";"08.07.2018 03:18:15.023235";-187,183;-181,5171;-20,91359;-13,04407;197,0027;197,3183;-36010,53;-35821,11;15820,79;17210,8;18799,72;20000,32
"08.07.2018 03:18:15.023235";"08.07.2018 03:18:15.023436";-181,5171;-167,6606;-37,09058;-20,91359;197,0027;206,3691;-35821,11;-35501,22;12852,91;15820,79;20000,32;22927,37
"08.07.2018 03:18:15.023436";"08.07.2018 03:18:15.023636";-167,6606;-157,0989;-51,80486;-37,09058;193,1911;205,6298;-35780,26;-34628,22;10793,59;12852,91;22927,37;23834,63
"08.07.2018 03:18:15.023636";"08.07.2018 03:18:15.023837";-157,0989;-143,2964;-65,69502;-51,80486;193,1911;200,702;-34628,22;-33481,28;8457,092;10793,59;23834,63;25024,19
"08.07.2018 03:18:15.023837";"08.07.2018 03:18:15.024037";-143,2964;-108,8485;-66,01839;-44,19864;178,9939;217,3007;-35414,12;-33481,28;6143,249;8457,092;25024,19;29270,87
"08.07.2018 03:18:15.024037";"08.07.2018 03:18:15.024237";-108,8485;-98,33204;-87,97402;-44,19864;178,9939;185,7536;-35414,12;-32861,21;4158,235;6143,249;28702,98;29270,87
"08.07.2018 03:18:15.024237";"08.07.2018 03:18:15.024438";-98,33204;-94,88214;-90,24203;-87,97402;185,5333;185,7536;-32861,21;-32302,95;2312,248;4158,235;28702,98;29990,7
"08.07.2018 03:18:15.024438";"08.07.2018 03:18:15.024638";-94,88214;-90,73365;-96,21594;-90,24203;184,5024;185,5333;-32302,95;-31474,68;485,7477;2312,248;29990,7;30988,93
"08.07.2018 03:18:15.024638";"08.07.2018 03:18:15.024839";-90,73365;-79,44173;-110,8621;-96,21594;181,2073;184,5024;-31474,68;-29411,34;-3039,768;485,7477;30988,93;32451,1
"08.07.2018 03:18:15.024839";"08.07.2018 03:18:15.025039";-79,44173;-72,21846;-112,9292;-110,8621;179,2281;181,2073;-29411,34;-28447,14;-4618,321;-3039,768;32451,1;33065,46
"08.07.2018 03:18:15.025039";"08.07.2018 03:18:15.025240";-72,21846;-64,13317;-113,8003;-112,9292;176,7886;179,2281;-28447,14;-27384,53;-6214,629;-4618,321;33065,46;33599,16
"08.07.2018 03:18:15.025240";"08.07.2018 03:18:15.025440";-64,13317;-46,46218;-123,9896;-113,8003;169,4269;176,7886;-27384,53;-25031,52;-9403,023;-6214,629;33599,16;34434,54
"08.07.2018 03:18:15.025440";"08.07.2018 03:18:15.025640";-46,46218;-37,42646;-129,5251;-123,9896;164,4855;169,4269;-25031,52;-23805,8;-11037,16;-9403,023;34434,54;34842,96
"08.07.2018 03:18:15.025640";"08.07.2018 03:18:15.025841";-37,42646;-28,53274;-131,3286;-129,5251;159,0575;164,4855;-23805,8;-22517,15;-12705,71;-11037,16;34842,96;35222,86
"08.07.2018 03:18:15.025841";"08.07.2018 03:18:15.026041";-28,53274;-19,88824;-131,3286;-130,7147;153,4091;159,0575;-22517,15;-21368,9;-14253,85;-12705,71;35222,86;35622,74
"08.07.2018 03:18:15.026041";"08.07.2018 03:18:15.026242";-19,88824;-3,453884;-133,294;-130,7147;141,4164;153,4091;-21368,9;-18752,27;-17147,76;-14253,85;35622,74;35900,04
